source_file	step_or_task	round_number	finding_id	severity_raised	severity_ruled	verdict	class	provenance	provenance_round	provenance_quote	escaped	reviewer_lens
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-4	unstated	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-5	unstated	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-6	unstated	low	accept_residual	test	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-M1	medium	medium	valid	code	unstated	unstated		unknown	opus+sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-M2	unstated	medium	valid	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-M3a	unstated	medium	valid	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-M3b	unstated	low	accept_residual	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-DOC	unstated	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-6	unstated	low	accept_residual	prose	unstated	unstated		unknown	opus
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-L1	low	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-L2	low	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-L3	low	low	accept_residual	test	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-L4	low	low	accept_residual	test	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2ci.reviews/optional-modules-2ci-triage.md	optional-modules-inc2ci	1	F-L5	low	low	accept_residual	code	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-inc3.reviews/optional-modules-inc3-triage.md	optional-modules-inc3	1	V1	low/medium	low	valid	prose	unstated	unstated		unknown	opus+sonnet
docs/plans/optional-modules-inc3.reviews/optional-modules-inc3-triage.md	optional-modules-inc3	1	V2	low	low	accept_residual	prose	unstated	unstated		unknown	opus
docs/plans/optional-modules-inc3.reviews/optional-modules-inc3-triage.md	optional-modules-inc3	1	V3	low	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-inc3.reviews/optional-modules-inc3-triage.md	optional-modules-inc3	1	V4	low	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-inc3.reviews/optional-modules-inc3-triage.md	optional-modules-inc3	1	V5	low	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	A	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	B	medium	low	valid	prose	unstated	unstated		unknown	opus+sonnet
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	C	low	low	valid	prose	unstated	unstated		unknown	opus+sonnet
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	D	low	low	accept_residual	prose	unstated	unstated		unknown	opus
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	E	medium	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	F	low	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/reviewer-diversity.reviews/reviewer-diversity-triage.md	reviewer-diversity	1	G	unstated	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O1+O2+S7	unstated	medium	valid	code	unstated	unstated		unknown	opus+sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O3/S2 (waiver id)	low/medium	medium	valid	code	unstated	unstated		unknown	opus+sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O3 (principle.n)	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O4	unstated	low	accept_residual	code	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O5 (self-reference)	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O5 (cycle detection)	unstated	none	dismissed	code	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	O6	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S1	medium	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S3	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S4	unstated	none	dismissed	code	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S5	unstated	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S6	unstated	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc1-triage.md	structured-skeleton-inc1	1	S8	unstated	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	C1	unstated	medium	valid	code	unstated	unstated		unknown	correctness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	C2	unstated	low	valid	code	unstated	unstated		unknown	correctness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	C3	unstated	low	valid	code	unstated	unstated		unknown	correctness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	C4	unstated	low	valid	code	unstated	unstated		unknown	correctness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	C5	unstated	low	valid	test	unstated	unstated		unknown	correctness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	R1	unstated	medium	valid	code	unstated	unstated		unknown	robustness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	R2	unstated	low	valid	code	unstated	unstated		unknown	robustness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	R3	unstated	low	valid	code	unstated	unstated		unknown	robustness
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	F1	unstated	medium	valid	code	unstated	unstated		unknown	fidelity
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	F2	unstated	low	accept_residual	code	unstated	unstated		unknown	fidelity
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	F3	unstated	low	valid	prose	unstated	unstated		unknown	fidelity
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	F4	unstated	low	valid	test	unstated	unstated		unknown	fidelity
docs/plans/structured-skeleton.reviews/inc3-triage.md	structured-skeleton-inc3	1	F5	unstated	low	valid	test	unstated	unstated		unknown	fidelity
docs/plans/structured-skeleton.reviews/inc6-docsync-plan-triage.md	structured-skeleton	3 (plan_review)	R-1	medium	medium	valid	prose	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc6-docsync-plan-triage.md	structured-skeleton	3 (plan_review)	R-2	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/structured-skeleton.reviews/inc6-r3-triage.md	structured-skeleton	3 (inc6 work_review)	R3-1	low	low	valid	config	unstated	unstated		unknown	holistic-opus
docs/plans/structured-skeleton.reviews/inc6-triage.md	structured-skeleton	1 (inc6 work_review)	M-1	medium	medium	valid	code	unstated	unstated		unknown	mechanism-opus
docs/plans/structured-skeleton.reviews/inc6-triage.md	structured-skeleton	1 (inc6 work_review)	M-2	low	low	valid	test	unstated	unstated		unknown	mechanism-opus
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T1	unstated	critical	valid	code	unstated	unstated		unknown	opus
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T2	unstated	high	valid	prose	unstated	unstated		unknown	opus
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T3	unstated	low	accept_residual	code	unstated	unstated		unknown	opus+sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T4	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T5	unstated	medium	valid	test	unstated	unstated		unknown	opus+sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T6	unstated	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T7	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T8	unstated	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T9	unstated	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T10	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/workflow-invariants.reviews/triage.md	workflow-invariants	1	T11	unstated	low	valid	test	unstated	unstated		unknown	sonnet
