loop_id	task	phase	increment	round_k_lineno	round_k1_lineno	commit_k	commit_k1	method	status	round_k1_outcome	round_k1_changed_since_prev	round_k1_valid_findings	round_k_risk_class	round_k1_risk_class	added_lines_raw	deleted_lines	added_nontrivial	files_touched	shape	note
driver-output-generation|work_review|driver-output-generation-inc1#1	driver-output-generation	work_review	driver-output-generation-inc1	149	150	421cc92aa31002efbb283abbf3b596717c459b6a	05d88c5ee83b6a2f6c69c2d7631178d9abbd5bfd	primary_window	unresolved_empty_window	clean	True	0	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
driver-output-generation|work_review|driver-output-generation-inc1#1	driver-output-generation	work_review	driver-output-generation-inc1	150	151	05d88c5ee83b6a2f6c69c2d7631178d9abbd5bfd	cce3400ea2b039ec62f429757e5f162869f49bd4	primary_window	resolved_no_fix_needed	clean	False	0	risky	risky	0	0	0	0		changed_since_prev=false and window diff empty: consistent, no fix pass expected
driver-output-generation|work_review|driver-output-generation-inc2#1	driver-output-generation	work_review	driver-output-generation-inc2	152	153	a26d90466efc35d0f7230853c17c92bdf8ac9297	ad2379efc301cb4d9bc2da71f29e803d0bec33bc	primary_window	unresolved_empty_window	clean	True	0	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
driver-output-generation|work_review|driver-output-generation-inc2#1	driver-output-generation	work_review	driver-output-generation-inc2	153	154	ad2379efc301cb4d9bc2da71f29e803d0bec33bc	0b1eaced334f8bdeed075ed3f80c2e84e5773ed5	primary_window	resolved_no_fix_needed	new_valid	False	1	risky	risky	0	0	0	0		changed_since_prev=false and window diff empty: consistent, no fix pass expected
driver-output-generation|work_review|driver-output-generation-inc2#1	driver-output-generation	work_review	driver-output-generation-inc2	154	155	0b1eaced334f8bdeed075ed3f80c2e84e5773ed5	59135c095306b4be0ef21a4c766bcacced7ae560	primary_window	unresolved_empty_window	clean	True	0	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
decision-folder-currency-fold|plan_review|None#1	decision-folder-currency-fold	plan_review		210	211	caeee2ba71e93a091c784aa547dc84cba3ba4b8b	e66d11a04edfb29939acf31496caaeb639d05fa1	primary_window	unresolved_empty_window	new_valid	True	7	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
decision-folder-currency-fold|plan_review|None#1	decision-folder-currency-fold	plan_review		211	212	e66d11a04edfb29939acf31496caaeb639d05fa1	30c81eec5a62438ca5dcf3cc31021baf9559a6a1	primary_window	unresolved_empty_window	new_valid	True	5	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
decision-folder-currency-fold|plan_review|None#1	decision-folder-currency-fold	plan_review		212	213	30c81eec5a62438ca5dcf3cc31021baf9559a6a1	7707df253f8595584f3985b51b9ea0c947a56bb5	primary_window	unresolved_empty_window	new_valid	True	7	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
decision-folder-currency-fold|plan_review|None#1	decision-folder-currency-fold	plan_review		213	214	7707df253f8595584f3985b51b9ea0c947a56bb5	2c59c34ed9a8b5096ab4e8be7e38c21ac4707f83	primary_window	unresolved_empty_window	clean	True	1	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
prompt-drift-guard-inc1|work_review|prompt-drift-guard-inc1#1	prompt-drift-guard-inc1	work_review	prompt-drift-guard-inc1	215	216	bb09f2ce8906b8ad60058e4b93ed99e2ecd5416e	9f0966c3f0ef33a4754d56cdfb8aee82a2a62763	primary_window	unresolved_empty_window	new_valid	True	3	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
prompt-drift-guard-inc1|work_review|prompt-drift-guard-inc1#1	prompt-drift-guard-inc1	work_review	prompt-drift-guard-inc1	216	218	9f0966c3f0ef33a4754d56cdfb8aee82a2a62763	149d41548a639b712d3e8917537a8b35d1349d48	primary_window	unresolved_empty_window	new_valid	True	5	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
prompt-drift-guard-inc1|work_review|prompt-drift-guard-inc1#1	prompt-drift-guard-inc1	work_review	prompt-drift-guard-inc1	218	222	149d41548a639b712d3e8917537a8b35d1349d48	49f958c834ee9c1ce360c7f292761753a6aa99be	primary_window	contaminated	new_valid	True	1	risky	risky	201	1	125	3		diff is entirely docs/plans/agent-scaffold.md + .plan.toml + checks-runner-worktree-name-collision.md: the interleaved checks-runner-worktree-name-collision plan-fold, not a prompt-drift-guard fix
prompt-drift-guard-inc1|work_review|prompt-drift-guard-inc1#1	prompt-drift-guard-inc1	work_review	prompt-drift-guard-inc1	222	224	49f958c834ee9c1ce360c7f292761753a6aa99be	c9ddda45c428c01f96ff61508980e35b39259c2b	primary_window	unresolved_empty_window	new_valid	True	2	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
prompt-drift-guard-inc1|work_review|prompt-drift-guard-inc1#1	prompt-drift-guard-inc1	work_review	prompt-drift-guard-inc1	224	225	c9ddda45c428c01f96ff61508980e35b39259c2b	02cfdced8b8a847e09c79c9e2038fe679d705240	primary_window	unresolved_empty_window	clean	True	0	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision|plan_review|None#1	checks-runner-worktree-name-collision	plan_review		217	219	a4f4c955739e01dbaa02a8e0473ef4aac310c3e8	0ad43f00801bd24106c24ee13c9f84e611bdc177	primary_window	unresolved_empty_window	new_valid	True	3	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision|plan_review|None#1	checks-runner-worktree-name-collision	plan_review		219	220	0ad43f00801bd24106c24ee13c9f84e611bdc177	86b0e5c5ef7c84b7aa54a08121bc4b1831399e49	primary_window	unresolved_empty_window	new_valid	True	2	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision|plan_review|None#1	checks-runner-worktree-name-collision	plan_review		220	221	86b0e5c5ef7c84b7aa54a08121bc4b1831399e49	8e0600b4614eaa77ba5a973ef86d9474bb0a19d1	primary_window	unresolved_empty_window	clean	True	0	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
decision-folder-currency-inc1|work_review|decision-folder-currency-inc1#1	decision-folder-currency-inc1	work_review	decision-folder-currency-inc1	226	227	a7c7ce34a46f771b2b5db284e42fe5febef47bea	49db2bf53f8dd93d31f30a94db4b07d7e94f4ace	primary_window	unresolved_empty_window	clean	True	3	low_risk	low_risk	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision-inc1|work_review|checks-runner-worktree-name-collision-inc1#1	checks-runner-worktree-name-collision-inc1	work_review	checks-runner-worktree-name-collision-inc1	228	229	801ea81340b40492c07668a573d6b1552818623b	e935f44c04da9a5c4821a0046fd419d9696bfb19	primary_window	unresolved_empty_window	new_valid	True	8	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision-inc1|work_review|checks-runner-worktree-name-collision-inc1#1	checks-runner-worktree-name-collision-inc1	work_review	checks-runner-worktree-name-collision-inc1	229	230	e935f44c04da9a5c4821a0046fd419d9696bfb19	492825e750960ee44b0cdc4b75839c791a092cb7	primary_window	unresolved_empty_window	new_valid	True	4	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
checks-runner-worktree-name-collision-inc1|work_review|checks-runner-worktree-name-collision-inc1#1	checks-runner-worktree-name-collision-inc1	work_review	checks-runner-worktree-name-collision-inc1	230	231	492825e750960ee44b0cdc4b75839c791a092cb7	849e5f835e85680ec37226dc494e8f40b60648b0	primary_window	unresolved_empty_window	new_valid	True	4	risky	risky	0	0	0	0		fix expected (changed_since_prev=true) but window diff is empty: real fix landed outside [round K commit, round K+1 commit]
metrics-fields|work_review|None#1	metrics-fields	work_review		47	48	11595d75d8bb98fd9802e30f0e44e3cbbc14913c	e2100024512ab7a9c2a4171de0be69e1cf0919cd	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	23	3	18	4	MIXED	ok
exploration-mode|work_review|None#1	exploration-mode	work_review		49	50	debb4f9baf25dde15faa328a293965b95333ec0d	ad38211bd33e7ed5e82d9c86b0af7fc33a57cf94	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	48	13	35	13	MIXED	ok
session-preflight|work_review|None#1	session-preflight	work_review		51	52	ed2504678b99029a5f9facb85ed357da95eeffdd	d77bd0cb506892525ce33d3a26e460addf1be353	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	13	13	13	7	MIXED	ok
round-log-core-incA|work_review|None#1	round-log-core-incA	work_review		53	54	6f38a04c9d6577b9fd306b6f33635ebafab14f87	fc7f2b63e54808f51393b5ff87750fe8a0129c75	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	3	3	3	3	MIXED	ok
plan-fold|plan_review|None#1	plan-fold	plan_review		58	59	952445bdff137ede15154a64be1396eddc243e9a	8f07528459881359f0e5dccaced33139423d9c1c	exploratory_parent1	excluded_unresolved_at_parent1	clean	True	0	low_risk	low_risk	0	0	0	0		still empty at parent-1 step: unresolved
review-mode|work_review|None#1	review-mode	work_review		63	64	f24b2a19e51c32d10f5eb778389e8c7cae32e8be	31cbe79e40a81538e5f36cf14ba7da32fd4fb98b	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	11	11	11	5	MIXED	ok
reviewer-diversity|work_review|None#1	reviewer-diversity	work_review		65	66	9efcb910be0bda7b594d7b82ded8529f71bebecd	29255321ec4cfdb0205f82c4f9724c720622f7f1	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	2	2	2	2	MIXED	ok
reviewer-harness-field|work_review|None#1	reviewer-harness-field	work_review		67	68	7fe67908150e21538f7aa5b379f181a54d338715	4fb4c0b7f19e932d948b4b624e80eef4b2ca5d98	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	2	2	2	1	MIXED	ok
optional-modules-inc2a|work_review|None#1	optional-modules-inc2a	work_review		69	70	1eee03fd50856f672a4b1ddc233ec41ee348967e	25731c507fcb64158c0873d264b040c948820fbb	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	76	18	67	1	MIXED	ok
structured-skeleton|plan_review|None#1	structured-skeleton	plan_review		98	99	5175c3b39d368ce03399002be7fb84c9b7c66e68	dd04a6d4744fc72480de84b7788f4dda08bf66b8	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	17	1	15	1	MIXED	ok
structured-skeleton-inc2|work_review|structured-skeleton-inc2#1	structured-skeleton-inc2	work_review	structured-skeleton-inc2	100	101	8d9896721cd50d18a62c78f84357d1faab2ed5da	e59990a4f31b9fb6e4a8a03d01dede583cc59319	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	40	84	38	6	MIXED	ok
structured-skeleton-inc1|work_review|structured-skeleton-inc1#1	structured-skeleton-inc1	work_review	structured-skeleton-inc1	102	103	9afe5677488fc37f2d7b23450409112b6904039f	27bd647df954406807980b0bb6b019c643378d15	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	324	29	250	1	MIXED	ok
structured-skeleton-inc5|work_review|structured-skeleton-inc5#1	structured-skeleton-inc5	work_review	structured-skeleton-inc5	112	113	7005e8477239ed94d6a6128452d3f3ad0f6de5a2	6a33980eb0361ebbd598ab9bc25b67bbcd4a7d6d	exploratory_parent1	excluded_contaminated	clean	False	0	risky	risky	0	973	0	3		changed_since_prev False but parent has diff: contamination suspected
workflow-driver|work_review|workflow-driver-stage0b#1	workflow-driver	work_review	workflow-driver-stage0b	130	131	e3f44a0cdb5c3aa45e60cf688f2046767c5f0b80	2fa50f9c574e4d5a2ff29ce78742aa1d3a125c02	exploratory_parent1	excluded_contaminated	clean	False	0	risky	risky	198	36	163	7		changed_since_prev False but parent has diff: contamination suspected
human-input-gate-reinforce|work_review|None#1	human-input-gate-reinforce	work_review		133	134	ab5b0c5e5c132f85e4899363d668a514b32cc8ca	98680cd70115bbdf979090b6d0230afbfa6aa225	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	2	2	2	2	MIXED	ok
backlog-promotion|plan_review|None#1	backlog-promotion	plan_review		144	145	c9d4e563ce1e9166719b052edf06ccb86744948e	e37f4ff19ceecc8bddd556656a8e08dcc02fbeb8	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	2	2	2	2	MIXED	ok
plan-fold|plan_review|None#2	plan-fold	plan_review		146	147	d173cd11a350f4b11436490f6e168db90ec0b8cf	137787f900ba4a395fe92af41d440b34645d5563	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	2	2	2	2	MIXED	ok
triager-runs-only-on-findings|work_review|triager-runs-only-on-findings-inc1#1	triager-runs-only-on-findings	work_review	triager-runs-only-on-findings-inc1	175	176	272e9eb56e1c21df144e2f5cc1b49c1839e84ed9	3ab31e53ac3a41b428c5d46fa39fcc3270111bb3	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	82	41	70	9	MIXED	ok
q64-q65-fold|plan_review|None#1	q64-q65-fold	plan_review		181	182	e5d568760c51636bdd16c3d78ef3015238f7da20	ae330a29dad609785615f4d9d776ebf126e353ec	exploratory_parent1	excluded_unresolved_at_parent1	clean	True	0	low_risk	low_risk	0	0	0	0		still empty at parent-1 step: unresolved
principle-by-name-projection|work_review|principle-by-name-projection-inc1#1	principle-by-name-projection	work_review	principle-by-name-projection-inc1	187	188	80ebdcde24052d7b0cee26066213ea13e7bf9c1a	0826eada84ab8d4341a8c5e4e1ef633baf0a8fda	exploratory_parent1	resolved_no_fix_needed	clean	False	0	risky	risky	0	0	0	0	NO_OP	ok
driver-isolation-reminder-scope|work_review|driver-isolation-reminder-scope-inc1#1	driver-isolation-reminder-scope	work_review	driver-isolation-reminder-scope-inc1	189	190	540b225eb29c833be530058d711bad7054bf3eb5	3e82dc622fe9679004e06ace89b11fcb1d2e1b9b	exploratory_parent1	excluded_contaminated	clean	False	0	low_risk	low_risk	6	6	6	1		changed_since_prev False but parent has diff: contamination suspected
code-value-audit-static-inc2|work_review|code-value-audit-static-inc2#1	code-value-audit-static-inc2	work_review	code-value-audit-static-inc2	201	202	dd3fd5d823ce243a00f3fdfd80e9eee2082375e8	cbe0074dd0b67fe2263aecb1ff28317aa887037e	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	97	39	92	3	MIXED	ok
q66-q67-fold|plan_review|None#1	q66-q67-fold	plan_review		205	206	0c1d7a91a011921452eba3a6995fa6ce5daf578d	cca109996ba7ab8d1a5a766d08aecbbda58372ae	exploratory_parent1	resolved_exploratory_parent1	clean	True	0	low_risk	low_risk	18	12	14	4	MIXED	ok
reviewer-reproducible-evidence-inc1|work_review|reviewer-reproducible-evidence-inc1#1	reviewer-reproducible-evidence-inc1	work_review	reviewer-reproducible-evidence-inc1	207	208	f5db9e2408d1c58ee2de3ffd9b35f424c6212801	557fa464018aa7796aa1946ebbcaf0751bbbff4a	exploratory_parent1	excluded_contaminated	clean	False	0	risky	risky	12	8	10	7		changed_since_prev False but parent has diff: contamination suspected
